61432604	0
56644751	0
24212570	0
39961546	0
13343753	0
53354832	0
58301733	0
66384225	0
43414510	0
31590800	0
56200170	1
16201504	1
78765174	1
73122656	2
20302144	2
34661612	3
76924827	3
16126038	4
41751713	4
39498667	5
50179594	5
63797548	5
12734582	5
24952441	5
50760361	5
77866741	5
85109694	5
30143307	5
28818331	5
10914581	5
82887500	5
48505673	5
23097262	5
49706338	5
17744892	5
33645390	5
31261033	5
77333560	5
22826972	5
68449144	5
59128093	5
55811112	5
40418294	5
12244136	5
32010824	5
27935269	5
74322170	5
59304468	5
57392676	5
11559117	5
21122320	5
25974745	5
82964544	5
83005275	5
43027663	5
73387916	6
66426062	6
29265024	6
69761839	6
19060147	6
41256403	7
44188442	7
56714363	8
51340873	8
50139835	8
78125800	9
27038341	9
18474489	9
36960662	9
37633684	9
21306317	9
84342275	9
69402916	9
36712772	9
51723974	9
80237774	9
88734742	9
42904233	9
46005859	9
46097187	9
13087052	9
45137017	9
25522542	9
63290025	9
62140963	9
59745543	9
83302395	9
53292593	9
18695018	9
23719333	9
31928942	9
71637056	9
78226819	9
41869961	9
49401839	9
64423019	9
34259820	9
18276903	9
83424915	9
16308613	9
47861521	9
26436020	9
82909715	9
50576847	9
86054807	9
25634881	9
60116113	9
39390140	9
42344417	9
43142953	9
61473817	9
17529558	9
70789628	9
51715380	9
42728237	9
68973201	9
85075073	9
81820655	9
41769778	9
57902010	9
54343425	9
39249498	9
47159193	9
55884514	9
26840664	9
87839858	9
32176632	9
82262060	9
68807305	9
79796099	9
57476288	9
19458296	9
15605828	9
52080632	9
48972356	9
62062468	9
83069563	9
48924036	9
12368774	9
79360230	9
55188291	9
20610916	9
80280441	9
11137664	9
24717762	9
15048044	9
38334388	9
65151275	9
36862190	9
23877478	9
76419802	9
12500231	9
80260270	9
29463689	9
83886907	9
60825091	9
14295417	9
76762422	9
35822390	9
50836508	9
67181687	10
21543248	10
28099845	11
34482603	11
56779845	12
16930043	12
28734149	13
12294255	13
55797644	13
21557059	14
67802711	14
28494318	14
35717550	15
36270239	15
66136789	15
27014912	16
81357324	16
65384908	17
76923463	17
83266257	17
46480996	17
14229185	17
44159627	17
60070412	17
43295889	17
85022915	17
32594236	17
18123578	17
85382952	17
13417591	17
14914876	17
82943209	17
66879225	17
43544130	17
34240706	17
60750015	17
35507980	17
54161038	17
78626561	17
61315552	17
61700956	17
64513269	17
62102030	17
58327244	17
78066363	17
36624376	17
81458698	18
64006703	18
32033665	18
79148212	18
71602997	18
80526774	18
50825834	18
30392945	19
64729958	19
27681816	20
81326350	20
26594133	20
68182122	21
34883068	21
81359586	22
35451688	22
24183479	23
59097834	23
21342078	23
27612902	24
16455780	24
14750558	25
64123320	25
27494452	26
57340764	26
26815568	26
79243495	26
17577509	26
17420842	26
86186909	26
76385707	26
86005985	26
82559736	26
43986361	27
33003066	27
24614601	28
54195693	28
45604524	28
49467116	28
40381413	28
27178002	28
89139502	28
51537655	28
30349144	28
45787264	28
57785101	28
80544232	28
45512999	28
55308093	28
86629702	28
23532951	28
52081581	28
80362348	28
42723545	28
71290409	28
25822581	28
57273630	28
54231269	28
30567028	28
42225604	28
28506121	28
12719189	28
65880625	28
37819002	28
59052027	28
73221769	28
48624850	28
14017838	28
32070125	28
67505588	28
57478411	28
72529929	28
87968177	28
62316912	28
33387418	28
35528426	28
85773429	28
57824903	28
15191156	28
64904558	28
51614144	28
84585376	28
40496975	28
18376184	28
85078755	28
23370002	28
60477949	28
29448566	28
86954078	28
64943276	28
43120723	28
87774722	28
44954486	28
51416377	28
76443502	28
59081436	28
41843347	28
69788682	28
74468156	28
23599426	28
49006326	28
29727641	28
78167188	28
23520472	28
12144394	28
53164540	28
86463330	28
69396280	28
11494732	28
70883269	28
51611822	28
88244357	28
15997736	28
80890766	29
23390211	29
15776001	30
70671747	30
62560214	30
57884364	31
56846829	31
88891095	31
72727138	31
49972713	31
25673400	31
65147138	31
11868158	31
39680916	32
50754197	32
24099849	32
66177523	32
26770136	32
85821032	32
24861450	33
44265533	33
56781346	33
86317703	33
31443156	33
19526700	33
49107794	33
65748217	33
50869650	34
40652730	34
17283117	35
87899860	35
12091029	35
80018515	35
50857156	35
76077790	35
31285145	35
81012543	35
44993975	35
23358080	35
87740158	36
14985870	36
62257390	37
87980950	37
79716050	37
19963729	37
33648385	37
70510622	37
48906303	37
54819732	37
77451886	37
12550623	37
75742218	37
81391991	37
49581995	37
33776747	37
31622631	37
45298053	37
57518591	37
73514517	37
50369909	37
63515348	37
14037384	37
87938205	37
11689586	37
62344882	37
74004415	37
66817966	37
82463356	37
39250024	37
50073325	37
82403498	37
83785257	37
55363371	37
10961558	37
70780269	37
60320488	37
65570986	38
26213645	38
27096620	38
29050169	38
59008942	38
60888824	38
66352373	38
13989842	38
53556279	38
63830945	38
84652597	38
48067678	38
18932948	38
88361389	38
85308994	38
54703932	38
50897607	38
82817314	38
40065500	38
40605657	38
84492371	38
80420004	38
58130035	38
55954711	39
76338691	39
14650764	39
36623696	39
30395350	40
42083204	40
81189725	41
86985765	41
60302642	42
63244893	42
19213870	42
15581858	43
19053109	43
70401616	44
61706086	44
20452340	45
47151119	45
44304119	46
24175447	46
68678081	46
69312195	46
25152607	47
43388370	47
66175702	48
39319765	48
66949148	49
46075146	49
13867365	49
18818185	49
41060705	49
18568535	49
39712114	49
16525188	49
64426069	49
24871797	49
18924544	49
69961393	49
56828264	49
67671754	49
72297418	49
40147523	49
36889446	49
72849671	49
72414586	49
63197746	49
62150940	49
39997739	49
67533870	49
46528106	49
32113848	49
79773095	49
51787368	49
20012830	49
46404189	49
59436418	49
14213528	49
69556651	49
20446812	51
49674114	51
21623291	52
48899654	52
66235769	52
57650096	52
12644623	52
66995117	53
53275933	53
69792617	53
60285365	53
86295535	55
22160189	55
42844583	56
44029029	56
11591320	56
40076310	56
84238964	56
85725147	56
60455863	56
85932102	56
46173563	56
60001996	57
84761531	57
41962484	57
49815100	58
89010560	58
64075349	59
38425887	59
40002204	59
27897509	59
39292657	59
65337758	59
75358245	59
47821231	59
88498570	59
60205662	59
77470329	59
20441327	60
50695918	60
74509187	60
37011797	60
